475006,0,31,9,6
475008,1,35,16,4
475009,2,17,3,3
475010,3,35,8,2
475011,4,33,11,1
475021,5,34,6,5
475025,6,25,9,3
475029,7,20,5,2
475031,8,39,7,10
475035,9,35,2,9
475041,10,32,15,8
475047,11,29,2,7
475050,12,28,11,4
475055,13,29,6,9
475062,14,29,3,0
475067,15,33,14,7
475070,16,14,2,3
475073,17,36,1,8
475076,18,23,6,1
475077,19,21,1,0
475079,20,28,12,0
475080,21,15,1,3
475081,23,39,16,3
475090,25,16,3,0
475092,26,13,3,4
475094,27,35,2,6
475096,28,13,4,2
475099,30,37,1,9
475106,31,30,5,10
475107,32,10,4,1
475109,33,29,8,4
475111,34,15,6,5
475113,35,33,4,8
475117,36,30,11,7
475118,37,11,5,1
475123,38,23,3,2
475124,39,23,2,6
475126,40,13,6,1
475132,41,34,14,11
475133,42,34,4,9
475139,43,30,0,2
475144,57,24,3,0
475152,67,12,1,4
475155,68,14,7,0
475156,0,26,9,7
475158,1,36,0,9
475159,2,22,7,7
475160,3,18,2,3
475164,4,21,3,0
475170,5,16,6,0
475174,6,31,12,3
475177,7,14,6,1
475182,8,13,2,2
475184,9,20,8,0
475188,10,28,8,2
475194,11,21,4,6
475196,12,28,3,0
475197,13,27,0,5
475199,14,17,1,2
475201,15,16,5,5
475208,16,13,2,2
475213,17,11,4,3
475219,18,25,4,2
475229,19,15,1,5
475232,20,27,2,6
475233,21,16,1,1
475238,23,14,6,3
475241,25,13,4,4
475248,26,22,3,5
475249,27,18,8,5
475250,28,17,0,1
475253,30,30,7,2
475262,31,15,0,0
475267,32,27,1,4
475268,33,35,1,2
475279,34,11,0,3
475280,35,12,4,2
475281,36,25,6,0
475282,37,39,7,13
475288,38,29,11,2
475290,39,10,1,1
475292,40,27,0,7
475293,41,31,10,8
475296,42,30,13,6
475298,43,40,11,8
475306,57,31,4,6
475308,67,13,3,0
475310,68,14,7,3
475311,0,23,5,7
475312,1,21,9,7
475314,2,16,7,1
475315,3,28,10,1
475319,4,15,6,3
475321,5,38,12,8
475322,6,15,6,4
475323,7,27,11,5
475337,8,11,1,0
475342,9,27,0,5
475345,10,19,9,6
475346,11,35,11,8
475351,12,33,10,0
475355,13,24,8,2
475356,14,13,6,3
475362,15,10,0,1
475363,16,37,0,2
475367,17,30,15,3
475371,18,34,3,6
475373,19,20,1,5
475380,20,23,2,0
475385,21,33,11,6
475398,23,23,11,6
475415,25,15,1,4
475430,26,10,2,3
475448,27,14,3,0
475452,28,37,11,8
475458,30,39,0,10
475460,31,28,5,9
475465,32,11,5,2
475467,33,24,7,7
475474,34,21,5,4
475479,35,36,9,1
475483,36,10,0,0
475485,37,16,1,5
475489,38,34,14,3
475495,39,17,5,0
475496,40,28,14,2
475501,41,40,9,10
475502,42,11,0,2
475504,43,25,8,5
475507,57,18,9,0
475508,67,32,15,8
475516,68,39,2,4
475522,0,40,20,1
475523,1,38,1,3
475526,2,24,1,6
475528,3,25,2,3
475534,4,11,3,0
475539,5,33,0,0
475542,6,36,9,7
475543,7,37,1,12
475547,8,24,5,2
475550,9,13,3,3
475558,10,10,3,2
475560,11,22,5,6
475561,12,10,3,2
475562,13,35,12,3
475564,14,21,6,3
475572,15,33,2,1
475578,16,26,8,7
475581,17,24,4,2
475588,18,37,10,3
475595,19,22,3,3
475609,20,35,0,2
475610,21,31,9,9
475620,23,40,13,12
475625,25,26,1,3
475626,26,36,14,6
475630,27,32,7,9
475631,28,12,1,0
475632,30,40,13,9
475633,31,18,9,4
475634,32,30,3,7
475635,33,13,4,1
475636,34,39,0,6
475637,35,40,17,1
475647,36,28,7,4
475658,37,33,16,6
475659,38,19,5,3
475660,39,28,9,2
475666,40,10,3,1
475674,41,17,7,5
475676,42,13,1,4
475679,43,28,6,9
475699,57,29,2,3
475700,67,29,14,3
475708,68,36,10,10
475712,0,37,16,3
475717,1,21,5,3
475722,2,27,13,1
475733,3,11,3,3
475737,4,22,11,3
475738,5,14,1,2
475746,6,13,4,1
475753,7,35,2,8
475755,8,37,11,4
475763,9,37,16,5
475767,10,37,8,2
475771,11,35,1,1
475775,12,14,0,0
475777,13,24,5,3
475783,14,16,8,4
475784,15,25,5,6
475790,16,36,5,10
475791,17,23,7,7
475792,18,36,16,0
475793,19,13,5,2
475797,20,23,10,0
475801,21,33,4,6
475804,23,15,7,1
475808,25,33,10,4
475810,26,19,1,2
475820,27,15,7,1
475823,28,25,11,4
475824,30,22,5,3
475825,31,14,4,0
475832,32,10,3,0
475834,33,25,9,3
475838,34,19,4,6
475846,35,12,5,1
475849,36,37,10,1
475860,37,33,7,7
475861,38,16,6,3
475865,39,18,3,0
475879,40,36,10,6
475882,41,37,2,5
475889,42,13,1,1
475890,43,22,4,3
475896,57,16,7,3
475897,67,15,3,2
475900,68,13,3,4
475903,0,25,8,6
475904,1,12,1,4
475905,2,13,6,1
475907,3,36,0,12
475909,4,11,5,3
475916,5,40,4,3
475917,6,24,6,1
475922,7,21,9,6
475924,8,28,3,7
475934,9,35,4,10
475937,10,35,2,1
475941,11,23,11,7
475943,12,18,0,6
475947,13,11,2,0
475948,14,39,15,6
475952,15,24,3,1
475959,16,18,9,5
475967,17,19,2,3
475970,18,11,5,0
475977,19,22,1,3
475981,20,36,14,5
475983,21,23,9,5
475986,23,30,4,7
